AMBASARABH,19970108,15.1,15.15,14.9,15.1,17050
AMERICADRY,19970108,12.9,12.9,12.8,12.9,1600
AMFORGEIND,19970108,38.15,38.45,38.15,38.4,300
AMITSPIN,19970108,7.4,7.5,7.4,7.5,1000
AMTEKAUTO,19970108,31.65,31.75,31.3,31.65,2200
AMTREXAPPL,19970108,20.05,21,20.05,20.75,5500
ANAGRAMFIN,19970108,43.5,45.5,43.5,44.55,4900
ANAMALFIN,19970108,17.25,17.35,17.1,17.2,6000
ANDHRAPET,19970108,7.3,8,7.3,8,3700
ANDRAVALLY,19970108,118,118,115.7,115.85,3500
ANDREWYULE,19970108,15.5,16.75,15.5,16.75,700
ANSALPROP,19970108,36,36.05,35.25,36,500
ANTFRIBEAR,19970108,61,62.75,61,62.65,1500
APCOTEXLAT,19970108,107,107,107,107,100
APPAPER,19970108,1350,1350,1330,1350,30
APPLECREDT,19970108,41,41,39.05,39.1,1900
APPLEIND,19970108,21.25,21.75,21.2,21.55,10000
APRAYON,19970108,38,38,37.75,37.75,700
ARAVALISEC,19970108,6.55,9,6.55,6.75,1200
ARIHANTIND,19970108,5.5,5.8,5.4,5.8,2250
ARIHANTRED,19970108,2.2,3.25,2.2,3.25,2700
ARTSONENGG,19970108,16.25,17,16,17,7700
ARUNASUGAR,19970108,19,19,18,19,2150
ARVINDMILL,19970108,138.5,142.25,135.2,135.9,100600
ARVINDPOLY,19970108,14.25,14.5,13.75,13.9,9400
ARYAFINFAB,19970108,8.4,8.75,8.4,8.75,3800
ASHKLEYFIN,19970108,57,58,56,56.25,2000
ASHOKALCO,19970108,27.45,27.45,27.45,27.45,500
ASHOKORG,19970108,54,54,54,54,200
ASIANCOFFE,19970108,33.8,34.75,33.75,34,1400
ASIANELEC,19970108,135,137.5,131.15,133.7,8100
ASIANHOTEL,19970108,220.95,220.95,218.75,218.9,9100
ASOCALCHOL,19970108,11.7,11.7,11.5,11.5,200
ASOCSTONE,19970108,52,52,52,52,100
ASSAMCO,19970108,37,37.7,37,37.7,1400
ATASHIND,19970108,4.5,5.75,4.5,5.75,15800
ATCOIND,19970108,63,63,59.9,59.9,300
ATLANTSPG,19970108,25.75,26.35,25.75,26.35,4700
ATLASCOPCO,19970108,225,225,225,225,50
ATULPROD,19970108,38,39.25,37,37.8,23800
ATVPETRO,19970108,6,6,5.75,5.75,400
AUTOCORP,19970108,62,62.75,61,61,300
AUTOLITIND,19970108,116,116,113,113.1,3700
AUTOPALIND,19970108,35.5,36.25,33.5,33.5,2600
AUTORIDFIN,19970108,24.5,25.4,24,24.1,14700
AVERY,19970108,69.25,69.25,68,69.05,1750
AVONIND,19970108,3.2,3.2,3,3.2,1500
BABABUSERV,19970108,345,345,345,345,2000
BAGWATIGAS,19970108,9.2,9.25,8.9,8.9,1200
BAJAJAUTO,19970108,914.95,925,905,921.25,275200
BAJAJTEMPO,19970108,300,300,280,297,2250
BAJAUTOFIN,19970108,49.8,49.85,48.5,49.1,2900
BALAJHOTEL,19970108,43.15,43.15,43.15,43.15,100
BALAJIDIST,19970108,122.05,130,122.05,126.15,1800
BALAJIFOOD,19970108,5.7,6.4,5.7,6.4,2000
BALAJIIND,19970108,115.25,115.25,115.25,115.25,100
BANKMADURA,19970108,105.15,106,103,103.4,3550
BANKPUNJAB,19970108,17.7,17.95,17.4,17.55,84500
BANKRAJAS,19970108,120,123.85,119.55,120.2,178100
BARATBIJLE,19970108,1310,1340,1310,1340,10
BARODARAYN,19970108,136.25,138,136,137.1,1155
BAUSCHLOMB,19970108,50,52,50,51,7500
BAYER,19970108,1970,1970,1960,1968,25
BELCERAMIC,19970108,15.55,15.9,15.5,15.9,13000
BELLARYSTL,19970108,16.5,17.5,16.5,17.25,14500
BENGALTEA,19970108,11.3,11.3,11.3,11.3,200
BENTOLCHEM,19970108,27.45,27.45,25.5,26.95,1700
BESTCROMP,19970108,5.5,6,5.5,6,7350
BETANAPTOL,19970108,17.25,17.6,16.95,17.1,19700
BFLSOFTWAR,19970108,55,55,52,54.25,27800
BGFL,19970108,26.9,26.9,25.5,25.55,2400
BHANSALENG,19970108,11.25,11.25,11.25,11.25,300
BHARATHOT,19970108,95.8,96.5,94.7,95.1,2400
BHUPENIND,19970108,25,27,25,26,1800
BHUSANSTL,19970108,41.9,42.05,40,41,4300
BIHARCAUST,19970108,39.4,40.75,38.75,40.35,6750
BIHARSPONG,19970108,3.45,4.95,3.45,4.25,5600
BILT,19970108,71,71.8,70.55,71.8,7400
BINANIZINC,19970108,52.5,53,50,50.2,10350
BIRLAERIC,19970108,23.55,24.3,23.55,24.2,4400
BIRLAJUTE,19970108,111.95,111.95,107.5,107.5,900
BIRLCENFIN,19970108,12.65,13,12.6,12.9,4900
BLOWPLAST,19970108,54,55.1,51,51.9,11000
BLUESTAR,19970108,42,43,41.5,41.9,4700
BOID2PLANA,19970108,183,183,183,183,20
BOID2PLANB,19970108,180,181,180,180,1280
BONGAIREFN,19970108,15.75,16.25,15.55,16.1,6600
BOOTSPHARM,19970108,475,480,475,480,150
BPLENGG,19970108,16,16.8,16,16.8,17800
BPLREFRIG,19970108,12.6,12.65,12.5,12.65,5900
BPLSANTECH,19970108,15,15.8,15,15.5,5400
BPLSANUTIL,19970108,15.5,15.5,14.7,14.7,2800
BSES,19970108,220,222.9,217.5,218.25,525000
BTWIND,19970108,3.05,3.05,3.05,3.05,1400
BURRWELCOM,19970108,203,208,203,207.6,4150
BUWALKASTL,19970108,17.5,18.25,17.5,17.5,3000
CABOTINDIA,19970108,207.5,208.5,205,208.5,400
CADBURY,19970108,306,308,301.3,303,1850
CAMPALLIED,19970108,44.5,46,44,44,300
CANBONUS,19970108,7,7.45,7,7.4,29600
CANTRIPLUS,19970108,13.8,13.8,13.55,13.75,36500
CARBEVFLOW,19970108,40.25,41.7,40.25,41.7,300
CARRIERAIR,19970108,186,190,186,187.5,3100
CASTROL,19970108,438,441.95,436.35,441,12200
CAUVERSOFT,19970108,9.25,9.85,9,9.15,44400
CCI,19970108,76,76.45,74.75,75.1,3800
CEAT,19970108,67,67,65,66.5,2500
CEATFIN,19970108,21,21.4,20.5,21,1700
CENTEXTRU,19970108,15.5,17.25,15.5,17,4700
CGGLASS,19970108,7.7,8.5,7.3,7.35,14800
CGIGARSH,19970108,11.5,11.6,11.05,11.1,1500
CHEMNODRUG,19970108,103,103,100,101,1650
CHEMOXCHEM,19970108,22.9,23,21.9,22,8250
CHEMPLAST,19970108,50.1,50.5,49.25,49.6,9100
CHESLINTEX,19970108,7.65,7.95,7.65,7.95,2000
CHETNADCEM,19970108,121.55,126.25,121.55,126.25,5000
CHICAGPNUM,19970108,212,212,211,211,200
CHLORIDIND,19970108,104.5,108.3,104.3,105,1700
CHOLAINV,19970108,45.75,45.75,43.5,43.5,1650
CHOWGULSTM,19970108,22.2,23.25,22.2,22.75,7500
CIMCOBIRLA,19970108,21.25,21.6,21.25,21.55,1400
CITICORSEC,19970108,17.9,18,17,17.65,2200
CITURGIBIO,19970108,56.9,56.9,55.3,56.1,24700
CLIFCO,19970108,21.35,23.7,21,23.35,2700
COATESIND,19970108,130.1,139.75,130.1,136,150
COATVIYELA,19970108,72.4,73.15,71,73.15,5700
COCHINREFN,19970108,111,114.5,111,114.5,3550
COLGATE,19970108,241.5,244.8,240.25,241.25,23400
CONTNLCONS,19970108,5.4,5.6,5.4,5.45,10400
COREFBAMLA,19970108,9.1,10.45,9,9.5,1400
COREPARENT,19970108,63.5,64,61.25,61.65,6900
COROMNFERT,19970108,29.05,30.25,29.05,30.25,300
CREDITCAP,19970108,9,12.5,9,12.35,3200
